acc_low	acc_high	query_status	detection_method	publication	interaction_type	source_database	interaction_identifier	confidence	expansion_method	negative_interaction_flag
P14635	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11103574|imex:IM-24272-855	intact-miscore:0.77	"psi-mi:""MI:1060""(spoke expansion)"	false
P14635	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54712362|imex:IM-29278-7987	intact-miscore:0.77	"psi-mi:""MI:1060""(spoke expansion)"	false
P14635	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54978622|imex:IM-29278-27229	intact-miscore:0.77	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A4V8H002	A0A4V8H009	complete								
P14225	Q00914	complete								
A0A0G4HFQ7	A0A0G4HNB1	complete								
E1C9K9	Q32904	complete								
A0A4V8GZZ3	A0A4V8H004	complete								
A0A1G4KPQ9	F2QZ97	complete								
P07703	P46678	complete								
P62656	P62662	complete								
A0A2K1IKE2	A0A2K1KN29	complete								
I7MG46	Q24CL2	complete								
Q76B86	Q9TM20	complete								
M9NUF0	M9NUF1	complete								
A0QU28	A0QU31	complete								
P16679	P16687	complete								
B7IA15	B7IA25	complete								
P07470	Q01321	complete								
P02359	P0A707	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-889800|imex:IM-21967-1107	intact-miscore:0.62	"psi-mi:""MI:1060""(spoke expansion)"	false
P02359	P0A707	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-894739|imex:IM-21967-1348	intact-miscore:0.62	"psi-mi:""MI:1060""(spoke expansion)"	false
P02359	P0A707	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-15539322|imex:IM-21967-182|dip:DIP-49405E	intact-miscore:0.62	"psi-mi:""MI:1060""(spoke expansion)"	false
P02359	P0A707	complete	"psi-mi:""MI:0276""(blue native page)"	pubmed:16858726|imex:IM-18898	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-906775|imex:IM-18898-14	intact-miscore:0.62	-	false
T1RJ05	T1RJZ1	complete								
C4LTS8	C4M5V7	complete								
P32563	P38784	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-792316	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
Q9S7N7	Q9SUI5	complete								
P48011	Q09177	complete								
E3UIU2	E3UIU5	complete								
A0QSG2	A0QVB8	complete								
C4QZ45	C4R0E6	complete								
Q8DIN8	Q8DJZ6	complete								
B7GL82	B7GL97	complete								
P56849	Q06797	complete								
A0A341UET3	W5BFB7	complete								
A0A0M3KL13	P16002	complete								
P39543	P53073	complete								
A4VE64	Q22MV2	complete								
P0A988	P0ABS8	complete								
Q13098	Q9UBF6	complete								
Q980L5	Q980Q9	complete								
A0QSE0	A0QSP9	complete								
P06996	P0ADV7	complete								
A0QVB8	A0QZ86	complete								
P0A3C9	Q8DJ02	complete								
A0A3Q7I5D6	K4CYU9	complete								
A0AAN0Y004	A0AAN0Y103	complete								
P9WPV1	P9WPV7	complete								
D0CC74	D0CD21	complete								
A8ITV3	Q39615	complete								
C4R009	C4R273	complete								
P61992	Q9UXZ3	complete								
Q76B86	Q9TLR0	complete								
Q8TZK1	Q8U4N1	complete								
F2QMI1	F2QX94	complete								
P11471	P18263	complete								
Q8DKF3	Q8DL30	complete								
D0CD03	D0CG36	complete								
P58575	Q8YQ35	complete								
A0A2K3DG79	A8IXD6	complete								
I0YQ45	I0Z687	complete								
P39656	Q9NRP0	complete								
A0A125YU99	A0A125YYJ5	complete								
A0A175JJM9	O15612	complete								
A0A287AEW0	Q06AT5	complete								
P72986	P73069	complete								
B0C5D5	B0C7S4	complete								
P07703	P47076	complete								
B2GUV5	Q6P503	complete								
Q9H6D7	Q9NVX0	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-11719|pubmed:20360068	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2637112|imex:IM-11719-246	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
Q9H6D7	Q9NVX0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11163151|imex:IM-24272-1321	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
B5YM25	B8BRQ8	complete								
P0A800	P24251	complete								
P40089	P47093	complete								
A0A4V8GZZ8	A0A4V8H006	complete								
P00044	P00128	complete								
F4JYR0	Q9LTI0	complete								
P0A7R5	P39286	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-15549730|imex:IM-21967-506|dip:DIP-192887E	intact-miscore:0.46	"psi-mi:""MI:1060""(spoke expansion)"	false
P0A7R5	P39286	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-886442|imex:IM-21967-925	intact-miscore:0.46	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A2P6TZ50	A0A2P6U4S6	complete								
A0A0F6NGI2	Q32904	complete								
A0A2P6U4K1	W8SUD1	complete								
A0A0D3DS91	A0A0D3DUD8	complete								
P12356	Q75VY6	complete								
E3UIU5	M2XW22	complete								
S7VSS5	S7W617	complete								
P01857	P29460	complete								
A0A0M3KL12	Q32904	complete								
M1UU36	Q85FQ6	complete								
A0A063X8U6	A0A063XCG5	complete								
A0A6P3TG10	A0A836CVU8	complete								
A0A9R1JSD6	W5I1R7	complete								
Q00457	Q00458	complete								
A0QS96	A0QSL5	complete								
Q2FW10	Q2FW12	complete								
Q2FW15	Q2FZ25	complete								
A1Z8I0	Q9VLI9	complete								
A0A1S4CE74	A0A1S4CKK0	complete								
A0QNR3	A0QWR2	complete								
O75865	Q9Y296	complete	"psi-mi:""MI:0114""(x-ray crystallography)"	imex:IM-12005|pubmed:17110339	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1172595|rcsb pdb:2j3t|imex:IM-12005-1	intact-miscore:0.54	"psi-mi:""MI:1060""(spoke expansion)"	false
O75865	Q9Y296	complete	"psi-mi:""MI:0071""(molecular sieving)"	imex:IM-12005|pubmed:17110339	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1172367|imex:IM-12005-9	intact-miscore:0.54	"psi-mi:""MI:1060""(spoke expansion)"	false
D0CCZ6	D0CD01	complete								
C4R2R6	C4R2U9	complete								
Q13619	Q96MF7	complete								
O15446	P52434	complete								
Q6A5N1	Q6A6P3	complete								
Q8TZK1	Q8U216	complete								
O14352	Q9UUI1	complete								
C4R1V1	C4R3Z5	complete								
P59999	Q9JM76	complete								
D0CCR5	D0CD14	complete								
O75818	Q9H633	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15096576	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-366594	intact-miscore:0.67	-	false
O75818	Q9H633	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54715998|imex:IM-29278-8281	intact-miscore:0.67	"psi-mi:""MI:1060""(spoke expansion)"	false
O75818	Q9H633	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54938898|imex:IM-29278-22523	intact-miscore:0.67	"psi-mi:""MI:1060""(spoke expansion)"	false
O14241	Q9Y7J4	complete								
A0A481DF93	I3LSI7	complete								
P62877	Q8WV22	complete								
A0ACD6B9L6	A0ACD6B9M4	complete								
A0A9R0J252	A0A9R0JF29	complete								
F2QRE4	F2QVA2	complete								
Q2FW31	Q2FZ25	complete								
A0A2K1JC42	A9SL09	complete								
Q5JI52	Q5JJF4	complete								
A0ACD6BA40	A0ACD6BA45	complete								
A0T0T5	A0T0V1	complete								
F2Z4C9	Q32P79	complete								
P56767	Q9SYW8	complete								
A0A8J1L9M8	Q0IHJ3	complete								
O43036	Q92399	complete								
A0A0F6NGI2	Q9SQL2	complete								
Q9GZZ1	Q9NX55	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54805652|imex:IM-29278-17887	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q9GZZ1	Q9NX55	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54769149|imex:IM-29278-13261	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P87306	Q9Y7N2	complete								
P61161	Q9CVB6	complete								
O32231	P21467	complete								
Q9TLR0	Q9TM22	complete								
P12154	Q75VY8	complete								
P39656	P61165	complete								
Q949Q5	Q9S7N7	complete								
F5HCP3	Q6SW67	complete								
A0QU31	A0QU33	complete								
P10176	P14406	complete								
A3M140	A3M145	complete								
P20637	P68315	complete								
Q9TM22	Q9TM23	complete								
O94376	Q9P6Q0	complete								
A0QS96	A0QSG6	complete								
P13165	P13194	complete								
O14198	Q9USH1	complete								
O31742	O31743	complete								
Q13617	Q99627	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:21145461|imex:IM-18651|doi:10.1016/j.cell.2010.11.017	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21332014|imex:IM-18651-7	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
Q13617	Q99627	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:21145461|imex:IM-18651|doi:10.1016/j.cell.2010.11.017	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21327106|imex:IM-18651-63	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
Q13617	Q99627	complete	"psi-mi:""MI:2222""(inference by socio-affinity scoring)"	pubmed:unassigned1312	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11912962	"author score:""Socio-affinity score: 6.2169""|intact-miscore:0.79"	-	false
Q13617	Q99627	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21875970|imex:IM-25778-5313	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
Q13617	Q99627	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:21145461|imex:IM-18651|doi:10.1016/j.cell.2010.11.017	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21332753|imex:IM-18651-75	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
Q13617	Q99627	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:21145461|imex:IM-18651|doi:10.1016/j.cell.2010.11.017	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21333498|imex:IM-18651-15	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
Q13617	Q99627	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:27173435|imex:IM-25054	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-12449524|imex:IM-25054-37	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
Q13617	Q99627	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54768749|imex:IM-29278-13209	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
Q13617	Q99627	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54945349|imex:IM-29278-22935	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
P46737	Q3UI43	complete								
P46678	P47076	complete								
Q32P79	Q32PE0	complete								
I7LX66	Q24I09	complete								
P51955	Q9BS18	complete								
P17987	P61758	complete								
O31718	P39075	complete								
Q9VQY9	Q9XYU0	complete								
S7UR33	S7VSS5	complete								
A0QU23	A0QU35	complete								
Q8DJ01	Q8DLL4	complete								
Q9W2V7	Q9XYU0	complete								
A0A4V8GZZ8	A0A4V8H000	complete								
A0A1G4KPQ9	F2QT92	complete								
A0A1S3ZQT7	A0A1S4CE74	complete								
A0A1D8NEL0	A0A1D8NGI5	complete								
A0QSG3	A0R102	complete								
A0A4V8GZZ5	A0A4V8H007	complete								
I0YQ46	I0Z7A6	complete								
E3UIU5	M2XWX3	complete								
P12875	P50743	complete								
A0QNR6	A0QWR2	complete								
A0A0G4HMN0	A0A0G4HNB1	complete								
Q9C639	Q9S7N7	complete								
A8HUP3	A8ISA4	complete								
P62010	Q9V1U8	complete								
A4VD15	Q24CL2	complete								
P80372	P80376	complete								
M1UU36	Q85FP8	complete								
O14352	Q9Y7M4	complete								
A0A287BJQ2	F1SJP6	complete								
Q9SA56	Q9SUI5	complete								
Q6GMX4	Q8TCD0	complete								
H6LC29	H6LC32	complete								
P87306	P87310	complete								
A0A2K3CXW8	A8J353	complete								
P02612	P68139	complete								
A8IL32	Q75VZ0	complete								
Q9FJ98	Q9M1A8	complete								
P48114	P48116	complete								
P39463	Q4JB12	complete								
Q2FW06	Q2FW07	complete								
B8YB62	B8YB63	complete								
A0A0M3KL10	A0A0M3KL11	complete								
A0AA82WNX9	A0AAB0B1V7	complete								
A0A4V8GZZ4	A0A4V8GZZ7	complete								
Q00914	Q84Y02	complete								
A8J353	A8J3C3	complete								
B6TR16	O65101	complete								
C3SR52	W8T6F0	complete								
P0DOY9	Q5SLQ0	complete								
Q4JQT4	Q4JQU1	complete								
E3UIU5	M2XR49	complete								
E1C9L1	E1C9L2	complete								
Q2G113	Q2G2Q4	complete								
A0AAN0Y0R4	A0AAN0Y3T9	complete								
Q9RXJ1	Q9RXK0	complete								
E1C9L2	P10793	complete								
P0A7Z4	P0A9G4	complete								
A0QSE0	A0QSL7	complete								
Q8A0S2	Q8A1D9	complete								
A0ACD6B939	A0ACD6B943	complete								
A0A2K3CXW8	A8IS47	complete								
Q57ZP0	Q586H1	complete								
C1K004	D0FXZ0	complete								
P53290	Q3E830	complete								
I4BYB3	I4BYB8	complete								
P14794	Q54G86	complete								
A0A5S8WF89	A0A5S8WF91	complete								
O94742	Q12049	complete								
P30394	P31556	complete								
P20248	Q13309	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:16209941|imex:IM-20900	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6860098|imex:IM-20900-5	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q13309	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21770687|imex:IM-25778-9537	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q13309	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11103410|imex:IM-24272-854	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q13309	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54693462|imex:IM-29278-6781	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q13309	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54936245|imex:IM-29278-22343	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q13309	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-55009653|imex:IM-29278-28165	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P38801	P48240	complete								
Q2FW11	Q2FW21	complete								
I7LT80	I7MDA9	complete								
C4QY79	C4R3P8	complete								
A0QSG2	A0QZ86	complete								
O81097	Q9M1J2	complete								
P39682	Q00916	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-789921	intact-miscore:0.74	"psi-mi:""MI:1060""(spoke expansion)"	false
P39682	Q00916	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-29638|pubmed:37070168	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-40241013|imex:IM-29638-125	intact-miscore:0.74	"psi-mi:""MI:1060""(spoke expansion)"	false
A6QRA1	Q6NLH0	complete								
P00044	P07257	complete								
Q99871	Q9H6D7	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-11719|pubmed:20360068	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2637112|imex:IM-11719-246	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q99871	Q9H6D7	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54600220|imex:IM-29278-2999	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q99871	Q9H6D7	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54906658|imex:IM-29278-20629	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A0D9RB67	A0A0D9RML3	complete								
P33448	P50110	complete								
A0A2K1IB10	A0A2K1IKE2	complete								
O53830	P9WGY5	complete								
A0A379PL53	A0A379PL92	complete								
A0A2L1C9H0	A0A2L1CAX0	complete								
P87108	Q08749	complete	"psi-mi:""MI:0004""(affinity chromatography technology)"	pubmed:12637749|imex:IM-19079	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1212810|imex:IM-19079-1	intact-miscore:0.56	"psi-mi:""MI:1060""(spoke expansion)"	false
I0YQ45	I0Z7A6	complete								
Q5SJG6	Q8RQE7	complete								
A0A6S8PC30	A0A7S3R9S7	complete								
F2RBH1	F2RGQ4	complete								
A0A2K3DHV6	Q6UKY5	complete								
Q8DJ43	Q8DLJ8	complete								
A0A2K3DWM2	P59763	complete								
P26288	Q94AQ8	complete								
G0S8E0	G0SH09	complete								
A0A1K1NXL9	A0A1K1NY43	complete								
A1B494	A1B495	complete								
A7NJ87	A7NJ92	complete								
A0A7U3Y808	B7IA15	complete								
A0A4V8GZZ2	A0A4V8GZZ9	complete								
Q39212	Q6NLH0	complete								
P61163	Q9UJW0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54717176|imex:IM-29278-8365	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P61163	Q9UJW0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54940171|imex:IM-29278-22633	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8DJ02	Q8DLL4	complete								
O60826	Q9UBQ0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11084368|imex:IM-24272-671	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
O60826	Q9UBQ0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11084783|imex:IM-24272-677	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
O60826	Q9UBQ0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54643594|imex:IM-29278-4541	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
O60826	Q9UBQ0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54905912|imex:IM-29278-20597	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
P0A3C9	Q8DJU2	complete								
O14352	O94408	complete								
P00045	P08525	complete								
A0A2K1IKE2	A9SL09	complete								
P41208	Q13888	complete								
P93313	Q8LGE7	complete								
O64725	Q9FGK0	complete								
P33767	Q92316	complete								
Q8LFJ6	Q9FJ98	complete								
Q9LD28	Q9XFH4	complete								
P32481	P32502	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-804390	intact-miscore:0.81	"psi-mi:""MI:1060""(spoke expansion)"	false
P32481	P32502	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-807537	intact-miscore:0.81	"psi-mi:""MI:1060""(spoke expansion)"	false
P32481	P32502	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-801720	intact-miscore:0.81	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A2P6TPR7	W8SY74	complete								
Q6A6L4	Q6A6M5	complete								
E1C9L0	Q32904	complete								
P21471	P21477	complete								
E3UIU2	E3UIU6	complete								
G0S755	G0SE33	complete								
A0A1S3TUX2	A0A1S3TZB2	complete								
A0A2K1J0L9	Q6YXR3	complete								
A0T0V1	B5YM25	complete								
Q9V0V6	Q9V109	complete								
Q6D0W5	Q6D0W8	complete								
A0ACD6B9M2	A0ACD6B9M4	complete								
O60925	Q99832	complete								
A0A1B2U0C6	A0A1B2U0I9	complete								
E1C9K6	P16002	complete								
F2RCK7	F2RJV9	complete								
E1C9K7	E1C9L0	complete								
Q9VFB5	Q9VNZ3	complete								
G0RZX8	P0CT46	complete								
A0A1C8XRM6	D0FXX2	complete								
Q9UY20	Q9UZL4	complete								
Q32PE0	Q3ZBC0	complete								
P20429	P39075	complete								
P32613	Q03630	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-18685|pubmed:21453443	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6550305|imex:IM-18685-10	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A3Q7HBR5	A0A3Q7IVL4	complete								
O19882	Q9TLR0	complete								
P32876	Q00361	complete								
O74825	Q92399	complete								
C4M5B7	O15612	complete								
Q75VZ0	Q84Y02	complete								
Q9BT78	Q9UBF6	complete								
A0A3Q7I881	P49215	complete								
P56751	Q9FG89	complete								
A0A069QC99	A0A140S919	complete								
A5F9W9	A5FJM7	complete								
P51149	Q96DM3	complete								
P28778	P48237	complete								
P27694	Q13888	complete								
Q9UZL4	Q9V1V0	complete								
P29056	P35718	complete								
A0A2K1JLZ3	Q6YXM2	complete								
B8YB58	B8YB59	complete								
P40227	P61758	complete								
P0A800	P0AFW0	complete								
A6QRA1	Q39212	complete								
Q83E83	Q83EQ9	complete								
A0T0V1	B8BUW3	complete								
E3UIU5	M2Y652	complete								
A0A0H2UKZ4	E1C9K9	complete								
P24361	P68623	complete								
D5MAL3	E1C9K9	complete								
A0A4V8GZZ3	A0A4V8H002	complete								
E1C9L3	P17227	complete								
A0A2P6THB2	A0A2P6U4S6	complete								
A0A1B2U0I9	A0A1M6QGN9	complete								
E3UIU2	E3UIU9	complete								
A0A7U3Y808	B7IBC2	complete								
C3SQS2	C3TRH7	complete								
T1RJW8	T1RJY1	complete								
