acc_low	acc_high	query_status	detection_method	publication	interaction_type	source_database	interaction_identifier	confidence	expansion_method	negative_interaction_flag
P67775	Q9Y3A3	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-9155|pubmed:19156129	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1774238|imex:IM-9155-13	intact-miscore:0.82	"psi-mi:""MI:1060""(spoke expansion)"	false
P67775	Q9Y3A3	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:18782753|imex:IM-20360|mint:MINT-8213804	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2479253|imex:IM-20360-29	intact-miscore:0.82	"psi-mi:""MI:1060""(spoke expansion)"	false
P67775	Q9Y3A3	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:18782753|imex:IM-20360|mint:MINT-8213804	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2479884|imex:IM-20360-36	intact-miscore:0.82	"psi-mi:""MI:1060""(spoke expansion)"	false
P67775	Q9Y3A3	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:18782753|imex:IM-20360|mint:MINT-8213804	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2480091|imex:IM-20360-39	intact-miscore:0.82	"psi-mi:""MI:1060""(spoke expansion)"	false
P67775	Q9Y3A3	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:28330616|imex:IM-25671	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-14026281|imex:IM-25671-47	intact-miscore:0.82	"psi-mi:""MI:1060""(spoke expansion)"	false
P67775	Q9Y3A3	complete	"psi-mi:""MI:1314""(proximity-dependent biotin identification)"	pubmed:28330616|imex:IM-25671	"psi-mi:""MI:2364""(proximity)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-14028773|imex:IM-25671-91	intact-miscore:0.82	"psi-mi:""MI:1060""(spoke expansion)"	false
P67775	Q9Y3A3	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11058007|imex:IM-24272-445	intact-miscore:0.82	"psi-mi:""MI:1060""(spoke expansion)"	false
P0A410	Q8YQ35	complete								
M1VFJ4	Q85FS9	complete								
A0A923IZ11	A0A923IZB8	complete								
A0A3G1ATU7	A0A482JYH1	complete								
Q9W0I7	Q9XYU0	complete								
P09144	Q75VY4	complete								
W5DS33	W5E8X2	complete								
Q39255	Q9SQR3	complete								
A0A287BAW0	A0A4X1TFI3	complete								
P37557	Q06796	complete								
A0A063XCP1	A0A063XF22	complete								
P13498	P63000	complete								
Q9V138	Q9V1V0	complete								
P40993	Q12530	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:14690591	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-853521	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
Q32P73	Q5E9B8	complete								
O48446	O48449	complete								
A0A0F6NFW5	A0A0M3KL13	complete								
E7FI44	Q8U2E4	complete								
P00579	P41065	complete								
Q8DKF4	Q8DL30	complete								
C4LZQ8	C4M9F4	complete								
A0A2D0TC99	A0A2D0TCB4	complete								
Q96MD2	Q9Y664	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21597637|imex:IM-25778-1111	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q96MD2	Q9Y664	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54679891|imex:IM-29278-6055	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q96MD2	Q9Y664	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54941513|imex:IM-29278-22739	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P12154	Q75VY6	complete								
B7GL97	B7GL98	complete								
P61994	P62010	complete								
P19573	P19845	complete								
P20986	P68610	complete								
P52324	P58066	complete								
Q38B96	Q57XX1	complete								
P0C6T2	Q9NRP0	complete								
A0A5C2GTV1	A0A5C2GVU3	complete								
A0A072ZDF7	E2RXT9	complete								
D0C9P6	D0CD14	complete								
Q8DJ02	Q8DMU4	complete								
Q6PJ21	Q99878	complete								
Q9FHW7	Q9MAA7	complete								
Q68CZ6	Q99871	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54600220|imex:IM-29278-2999	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q68CZ6	Q99871	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54906658|imex:IM-29278-20629	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
O81097	Q39212	complete								
P53969	P80967	complete								
Q6PJ21	Q99877	complete								
Q3T0Q3	Q5E9B8	complete								
Q85FS9	Q85G47	complete								
A0T0V0	B8LEV1	complete								
A0A2P6TKF8	A0A2P6TMX4	complete								
O94376	Q9US45	complete								
P62820	Q6ZNE5	complete								
O66841	O67334	complete								
O14972	Q9UBQ0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54643594|imex:IM-29278-4541	intact-miscore:0.76	"psi-mi:""MI:1060""(spoke expansion)"	false
O14972	Q9UBQ0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54963604|imex:IM-29278-25387	intact-miscore:0.76	"psi-mi:""MI:1060""(spoke expansion)"	false
O81097	Q9FJ98	complete								
P84077	Q9H4A6	complete								
A0QNR1	A0QWR2	complete								
A0A3Q7H1U4	A0A3Q7I5D6	complete								
P25515	P32341	complete								
B7I7S0	B7IBC2	complete								
E9NPX1	I0YQ45	complete								
Q99JY9	Q9CPW4	complete								
P31479	P31556	complete								
P32349	P36121	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-809778	intact-miscore:0.67	"psi-mi:""MI:1060""(spoke expansion)"	false
P27521	P56766	complete								
Q5JS54	Q969U7	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21815529|imex:IM-25778-9823	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
Q5JS54	Q969U7	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54637245|imex:IM-29278-4303	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
Q5JS54	Q969U7	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54899640|imex:IM-29278-20381	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
O66841	O67337	complete								
O43036	Q09177	complete								
A0AAN0Y0S4	A0AAN0Y138	complete								
P63000	Q8WUW1	complete								
Q1HFW2	Q1HGH9	complete								
A6VF34	A6VF38	complete								
A0A1S3YXM6	A0A1S3ZQT7	complete								
A0A175JJM9	C4M5A0	complete								
B8YB59	B8YB63	complete								
B6STT2	B6TXS5	complete								
Q8DL61	Q8DMU4	complete								
P78371	Q13885	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21820490|imex:IM-25778-839	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P78371	Q13885	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54732294|imex:IM-29278-9497	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P78371	Q13885	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54888124|imex:IM-29278-19895	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P78371	Q13885	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-55016519|imex:IM-29278-28761	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q9KXS1	Q9RKY0	complete								
O32231	P20282	complete								
Q45871	Q8KHU9	complete								
Q980A3	Q980L5	complete								
Q8A0S2	Q8A1P7	complete								
P40938	Q99638	complete								
F2Z4C9	Q3T0Q3	complete								
O85388	Q83ER7	complete								
A0A125YPC9	A0A125YZP0	complete								
A0AAN0NP81	A9WEV6	complete								
C1K003	D0FXW7	complete								
Q8DL30	Q8DMA1	complete								
A0A241XG65	E2RXT0	complete								
A0A0G4GX86	A0A0G4I0G6	complete								
G0S9A0	G0SCD1	complete								
D0VX28	Q5ZLR5	complete								
O74483	O74499	complete								
P36012	P38907	complete								
A0A7U3Y815	B7IA16	complete								
A0A125YN38	A0A125YZN9	complete								
O95456	P28074	complete								
F4KF14	Q9C567	complete								
P11521	Q4JAY4	complete								
P06627	P0A6Y1	complete								
A0A1J7CBX1	A0A1M6R974	complete								
Q4FZW5	Q7ZYJ8	complete								
A8IKI9	Q9FQ96	complete								
A0A2K1JC42	A0A2K1KIF2	complete								
A5F5X1	A5F5Y7	complete								
Q949Q5	Q9SUI6	complete								
P36886	Q43485	complete								
A0A0D3BZZ8	A0A0D3DUD8	complete								
A0A0D9S9I7	Q1AL63	complete								
D0CD06	D0CD14	complete								
B8YB56	B8YB60	complete								
B0C475	B0C4H4	complete								
D0VX29	F1NC51	complete								
A0A1G4KPQ9	F2R0J6	complete								
A4VD15	I7LT80	complete								
Q7Z4G1	Q86X83	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54643374|imex:IM-29278-4533	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q7Z4G1	Q86X83	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54905972|imex:IM-29278-20599	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
D3UXR2	D3V6L5	complete								
P36039	Q12025	complete								
P0A423	P0A427	complete								
A0A2X1PQW4	C3SR57	complete								
A0A0G4FL36	A0A0G4HFQ7	complete								
P07766	Q861F7	complete								
Q8DJU2	Q8DL29	complete								
A8IJ60	A8J353	complete								
P04234	Q861F7	complete								
P40571	P41812	complete	"psi-mi:""MI:0091""(chromatography technology)"	pubmed:9620854|imex:IM-20485	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2839702|imex:IM-20485-1	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
P39543	P47133	complete								
Q92966	Q9Y2Y1	complete								
P00426	Q01321	complete								
F5HBE8	Q9C1J0	complete								
Q8DJ02	Q8DKF5	complete								
A0A3B6IU74	Q5I7K2	complete								
Q389F5	Q586X1	complete								
T1RJT6	T1RJW8	complete								
Q8DIF8	Q8DLJ8	complete								
B7I2K7	B7I7S0	complete								
A0A1S3TUX2	A0A1S3V319	complete								
F2QRE4	F2QZ97	complete								
P52324	Q9A8S9	complete								
Q8DKF4	Q8DMA1	complete								
P03929	P13621	complete								
A0A5H1ZR95	D7P6B9	complete								
Q9LTI0	Q9SN86	complete								
A0A6S8PC30	A0A7S3VSS7	complete								
D0VX28	P18946	complete								
A0A1S3TNX9	A0A1S3U1E4	complete								
A8HPD0	P31556	complete								
O42978	O74483	complete								
P0AE06	P75818	complete								
O00483	P15954	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21939605|imex:IM-26449-970	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
O00483	P15954	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21930681|imex:IM-26449-768	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
O00483	P15954	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21933756|imex:IM-26449-1230	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
A0T0M9	B8C770	complete								
P9WGH9	P9WGZ1	complete								
Q38B96	Q57ZP0	complete								
A0A063X8U6	A0A063XCH0	complete								
P04439	P09693	complete								
Q9HAW0	Q9Y2Y1	complete								
A0A5H1ZR73	D7P6B9	complete								
W5E8X2	W5EP45	complete								
A9J4K0	A9J4K2	complete								
A0A125YZN9	S7W617	complete								
Q9LU21	Q9SGH4	complete								
P00166	Q9M3L0	complete								
P25359	P38801	complete								
Q9KPS2	Q9X4Q8	complete								
Q6C326	Q6C877	complete								
Q8DIN9	Q8DMP8	complete								
C3SR12	C3SR52	complete								
P25574	Q12431	complete								
P25788	Q5JS54	complete								
P53905	P57743	complete	"psi-mi:""MI:0018""(two hybrid)"	pubmed:18719252	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2345518	intact-miscore:0.68	-	false
P38801	P46948	complete								
T1RIT2	T1RJ07	complete								
P05807	P21603	complete								
A0A481DF93	P60899	complete								
P49368	P61758	complete								
Q13352	Q8N0S6	complete								
A1E9J0	Q9LKC7	complete								
Q56220	Q56229	complete								
Q99471	Q99832	complete								
A0R201	A0R206	complete								
P02293	P31376	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-14085|pubmed:21179020	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2884858|imex:IM-14085-47	author score:High|intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
B6STT2	B6TR16	complete								
A0A0A7HF79	A0A811IGE5	complete								
M1UU36	Q85FY0	complete								
B7GL96	B7GL98	complete								
P80371	Q5SJH3	complete								
A0A8D1AQR7	A0A8W4F9W9	complete								
Q1HFW0	Q1HGH9	complete								
Q83ER7	Q83ES8	complete								
P20459	P32501	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-811166	intact-miscore:0.74	"psi-mi:""MI:1060""(spoke expansion)"	false
P32842	P38784	complete								
A0ACD6B9F7	A0ACD6B9F9	complete								
B7IA15	B7IA33	complete								
A8J4K5	A8J7I9	complete								
P06710	P28905	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-15538474|imex:IM-21967-154|dip:DIP-192118E	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-885330|imex:IM-21967-871	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-880166|imex:IM-21967-610	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:9545254|imex:IM-18534	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6453526|imex:IM-18534-2	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0107""(surface plasmon resonance)"	pubmed:7494000|imex:IM-18575	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6464444|imex:IM-18575-2	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0096""(pull down)"	imex:IM-18581|pubmed:11463787	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6465980|imex:IM-18581-7	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0096""(pull down)"	imex:IM-18581|pubmed:11463787	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6465885|imex:IM-18581-5	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0096""(pull down)"	imex:IM-18581|pubmed:11463787	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6465967|imex:IM-18581-6	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0107""(surface plasmon resonance)"	imex:IM-18585|pubmed:11078742	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6466195|imex:IM-18585-2	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0107""(surface plasmon resonance)"	imex:IM-18585|pubmed:11078742	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6466395|imex:IM-18585-7	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0107""(surface plasmon resonance)"	imex:IM-18585|pubmed:11078742	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6466412|imex:IM-18585-8	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0107""(surface plasmon resonance)"	imex:IM-18585|pubmed:11078742	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6466183|imex:IM-18585-1	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:7768937|imex:IM-18533	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6421827|imex:IM-18533-3	intact-miscore:0.93	"psi-mi:""MI:1060""(spoke expansion)"	false
P06710	P28905	complete	"psi-mi:""MI:0397""(two hybrid array)"	pubmed:24561554|imex:IM-22059	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-9170428|imex:IM-22059-400	intact-miscore:0.93	-	false
Q8DKZ3	Q8DLL4	complete								
A4VD75	Q22MV2	complete								
Q2FW15	Q2G2D3	complete								
O13964	Q9Y7N2	complete								
P07678	P09218	complete								
Q9P6Q0	Q9Y821	complete								
Q9CVB6	Q9JM76	complete								
A0A8D1B522	I3LCB2	complete								
C4M0Z2	C4M5V7	complete								
P62820	Q14457	complete								
P00044	P08067	complete								
Q8DIP0	Q8DMP8	complete								
Q56219	Q60019	complete								
P0A3Y1	Q93SX0	complete								
O00483	P14406	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21936753|imex:IM-26449-1256	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
O00483	P14406	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21939605|imex:IM-26449-970	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
O00483	P14406	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21930681|imex:IM-26449-768	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
O00483	P14406	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21933756|imex:IM-26449-1230	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
F2QRE4	F2R0J7	complete								
P01730	Q6N030	complete								
Q86V25	Q9BVA1	complete								
Q8DKZ3	Q8DLN5	complete								
P00045	P08067	complete								
P04310	P68611	complete								
Q8DJD9	Q8DLL4	complete								
A0A3Q7F5X2	A0A3Q7JYM3	complete								
Q03776	Q08920	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-29638|pubmed:37070168	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-40240783|imex:IM-29638-123	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q03776	Q08920	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-29638|pubmed:37070168	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-40253980|imex:IM-29638-155	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A0D3D418	A0A0D3DS91	complete								
A9WEV2	A9WEV7	complete								
P25644	P47017	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-799714	intact-miscore:0.81	"psi-mi:""MI:1060""(spoke expansion)"	false
P25644	P47017	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-789578	intact-miscore:0.81	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A1G4KPQ9	F2QS38	complete								
B8YB60	B8YB62	complete								
M1VFJ4	Q85FS8	complete								
P19056	P26240	complete								
P40070	Q06406	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-807859	intact-miscore:0.86	"psi-mi:""MI:1060""(spoke expansion)"	false
P40070	Q06406	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-790894	intact-miscore:0.86	"psi-mi:""MI:1060""(spoke expansion)"	false
P36958	Q9VFB5	complete								
A8IY95	Q39584	complete								
P14794	Q54VN6	complete								
B7IA33	B7IA35	complete								
P20998	P68608	complete								
Q10317	Q9Y7N2	complete								
Q8DG60	Q8DHJ2	complete								
P53833	Q12530	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:14690591	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-853521	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
P58564	Q8YQ35	complete								
O15144	Q9BPX5	complete								
P38263	P40208	complete								
A8IKI9	P23662	complete								
P69416	Q43485	complete								
O94705	P79010	complete								
I0YQ44	I0Z687	complete								
P0A6E6	P0ABA4	complete								
Q6IGW6	Q7K036	complete								
P13165	P36886	complete								
A3DH98	A3DJK1	complete								
A0AAN0Y0L1	A0AAN0Y3T9	complete								
A0A3Q7HBR5	A0A3Q7JYM3	complete								
I4BTY9	I4BTZ1	complete								
Q6ZED3	Q6ZED4	complete								
Q5ZIS0	Q9YHT1	complete								
P32480	P61830	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-14085|pubmed:21179020	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2884222|imex:IM-14085-37	author score:High|intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A2K9VK89	A0A2K9VKD2	complete								
P00423	Q01321	complete								
P32422	P73069	complete								
A0A8D1B522	A0A8W4F9W9	complete								
P50110	P80967	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:23911324|imex:IM-21552	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-8793487|imex:IM-21552-6	intact-miscore:0.40	"psi-mi:""MI:1060""(spoke expansion)"	false
